voter_id,first_name,last_name,birth_year,address_line,city,postal_code,latitude,longitude,registration_status,reported_district,source_file,last_updated,received_date,matched_district,duplicate_id_flag,duplicate_person_address_flag,missing_address_flag,invalid_postal_code_flag,missing_location_flag,out_of_region_flag,unmatched_district_flag,district_mismatch_flag,stale_record_flag,anomaly_count,anomaly_types,needs_review
SIM-VR-00711,Parker,Training,1975,9725 Shelbourne St,Victoria,V2P 0X2,48.429923,-123.369668,Active,Victoria-Beacon Hill,Contact_Centre_Update_2026Q2.csv,2026-04-01,2026-06-10,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00712,Sam,Mock,1960,,Esquimalt,V1H 3N0,48.443158,-123.414353,Active,Esquimalt-Metchosin,ICBC_Address_Update_2026Q2.csv,2024-04-03,2026-06-10,Esquimalt-Metchosin,0,0,1,0,0,0,0,0,1,2,missing_address; stale_record,1
SIM-VR-00713,Sam,Placeholder,1952,5845 Gorge Rd,Victoria,V0T 1B4,48.426261,-123.375388,Active,Victoria-Beacon Hill,VitalStats_Status_Update_2026Q2.csv,2024-08-19,2026-05-23,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00714,Reese,Example,1962,4632 Pandora Ave,Esquimalt,V9R 7N8,48.434343,-123.419825,Active,Esquimalt-Metchosin,Federal_Electors_Extract_2026Q2.csv,2024-10-01,2026-05-24,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00715,Morgan,Example,2001,9597 Cedar Hill Rd,Victoria,V4N 1C4,48.42005,-123.372312,Active,Victoria-Beacon Hill,ICBC_Address_Update_2026Q2.csv,2024-07-12,2026-05-26,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00716,Reese,Synthetic,1998,165 Harbour View Rd,Victoria,V3P 8X0,48.461336,-123.342211,Inactive,Victoria-Swan Lake,Online_Registration_Extract_2026Q2.csv,2025-12-26,2026-05-19,Victoria-Swan Lake,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00717,Jamie,Public,1944,4361 Hillside Ave,Victoria,V7J 0J9,48.422012,-123.37395,Active,Victoria-Beacon Hill,Federal_Electors_Extract_2026Q2.csv,2025-05-09,2026-05-20,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00718,Taylor,Example,1965,5839 Cedar Hill Rd,Victoria,V6B 4B4,48.453862,-123.363719,Active,Saanich South,ICBC_Address_Update_2026Q2.csv,2026-04-20,2026-06-01,Victoria-Swan Lake,0,0,0,0,0,0,0,1,0,1,district_mismatch,1
SIM-VR-00719,Parker,Mock,1944,6319 Gorge Rd,Victoria,V1G 3G7,,,Active,Victoria-Beacon Hill,Contact_Centre_Update_2026Q2.csv,2025-04-05,2026-06-20,,0,0,0,0,1,0,1,0,1,3,missing_location; unmatched_district; stale_record,1
SIM-VR-00720,Rowan,Synthetic,1946,1620 Pandora Ave,Oak Bay,V1J 7V1,48.442387,-123.322103,Active,Oak Bay-Gordon Head,VitalStats_Status_Update_2026Q2.csv,2025-05-16,2026-06-17,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00721,Casey,Practice,1944,8096 Tillicum Rd,Esquimalt,V7C 2V0,48.410848,-123.420021,Inactive,Esquimalt-Metchosin,VitalStats_Status_Update_2026Q2.csv,2026-03-27,2026-06-04,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00722,Hayden,Test,1963,3921 Cedar Hill Rd,Oak Bay,V0C 9P6,48.42835,-123.29958,Active,Oak Bay-Gordon Head,ICBC_Address_Update_2026Q2.csv,2025-07-23,2026-05-19,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00723,Taylor,Example,1979,,Saanich,V9B 2H2,48.47317,-123.36489,Active,Saanich South,VitalStats_Status_Update_2026Q2.csv,2025-03-03,2026-05-30,Saanich South,0,0,1,0,0,0,0,0,1,2,missing_address; stale_record,1
SIM-VR-00724,Parker,Training,1974,7491 Tillicum Rd,Esquimalt,V3J 0J8,48.445487,-123.412947,Active,Esquimalt-Metchosin,Contact_Centre_Update_2026Q2.csv,2024-12-11,2026-06-05,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00725,Riley,Training,1957,7053 Admirals Rd,Esquimalt,V6Y 5C5,48.411586,-123.413007,Active,Esquimalt-Metchosin,ICBC_Address_Update_2026Q2.csv,2025-05-21,2026-05-03,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00726,Sam,Test,1976,7015 Fort St,Victoria,V0T 9G2,48.446499,-123.341028,Active,Victoria-Swan Lake,ICBC_Address_Update_2026Q2.csv,2026-05-23,2026-06-07,Victoria-Swan Lake,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00727,Reese,Public,1942,1988 Fort St,Victoria,V4P 9A4,48.414373,-123.367546,Active,Victoria-Beacon Hill,VitalStats_Status_Update_2026Q2.csv,2024-10-13,2026-05-18,Victoria-Beacon Hill,0,1,0,0,0,0,0,0,1,2,duplicate_person_address; stale_record,1
SIM-VR-00728,Riley,Placeholder,1967,7735 Bay St,Saanich,V0H 2H7,48.498647,-123.370858,Active,Saanich South,Contact_Centre_Update_2026Q2.csv,2025-10-17,2026-06-09,Saanich South,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00729,Jamie,Synthetic,1977,7707 Cook St,Oak Bay,V9A 1X4,48.437087,-123.303461,Active,Oak Bay-Gordon Head,Federal_Electors_Extract_2026Q2.csv,2025-06-14,2026-05-06,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00730,Parker,Placeholder,1956,8530 Admirals Rd,Esquimalt,V3R 4R7,48.42009,-123.43152,Active,Esquimalt-Metchosin,Contact_Centre_Update_2026Q2.csv,2024-06-27,2026-06-16,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00731,Morgan,Training,1965,4967 Bay St,Victoria,V5V 4C5,48.461747,-123.373908,Active,Victoria-Swan Lake,VitalStats_Status_Update_2026Q2.csv,2026-01-24,2026-06-03,Victoria-Swan Lake,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00732,Rowan,Mock,1996,1783 Tillicum Rd,Esquimalt,V0N 2H8,48.420485,-123.445183,Active,Esquimalt-Metchosin,Contact_Centre_Update_2026Q2.csv,2025-03-03,2026-05-28,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00733,Avery,Test,1960,1855 Shelbourne St,Saanich,V9J 1R9,48.481995,-123.349685,Pending Review,Saanich South,VitalStats_Status_Update_2026Q2.csv,2026-01-07,2026-06-08,Saanich South,0,0,0,0,0,0,0,0,0,0,,1
SIM-VR-00734,Parker,Public,1953,1114 Hillside Ave,Victoria,V4Y 7A9,48.455801,-123.374502,Active,Victoria-Swan Lake,Federal_Electors_Extract_2026Q2.csv,2025-10-11,2026-04-28,Victoria-Swan Lake,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00735,Drew,Synthetic,1974,8158 Cedar Hill Rd,Esquimalt,V5J 1T3,48.415792,-123.432758,Active,Esquimalt-Metchosin,Contact_Centre_Update_2026Q2.csv,2025-10-05,2026-06-17,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00736,Taylor,Mock,1980,5161 Cook St,Esquimalt,V7R 6X7,48.442826,-123.416826,Pending Review,Esquimalt-Metchosin,Online_Registration_Extract_2026Q2.csv,2025-10-19,2026-05-24,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,0,0,,1
SIM-VR-00737,Avery,Mock,1977,8225 Hillside Ave,Saanich,V5E 9S9,48.480075,-123.352686,Active,Saanich South,VitalStats_Status_Update_2026Q2.csv,2025-11-11,2026-06-12,Saanich South,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00738,Rowan,Test,1942,,Oak Bay,V6R 5A5,48.43625,-123.323272,Active,Oak Bay-Gordon Head,VitalStats_Status_Update_2026Q2.csv,2026-01-20,2026-06-16,Oak Bay-Gordon Head,0,0,1,0,0,0,0,0,0,1,missing_address,1
SIM-VR-00739,Riley,Example,1944,8604 Gorge Rd,Victoria,V8G 7R9,48.42033,-123.359274,Active,Victoria-Beacon Hill,Online_Registration_Extract_2026Q2.csv,2026-04-24,2026-05-04,Victoria-Beacon Hill,1,1,0,0,0,0,0,0,0,2,duplicate_id; duplicate_person_address,1
SIM-VR-00740,Jamie,Example,1942,8337 Cook St,Saanich,V3R 3X3,48.469109,-123.370982,Active,Saanich South,VitalStats_Status_Update_2026Q2.csv,2024-02-10,2026-05-09,Saanich South,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00741,Casey,Public,1996,8884 Douglas St,Victoria,V6N 1H9,48.419965,-123.38992,Pending Review,Victoria-Beacon Hill,Online_Registration_Extract_2026Q2.csv,2025-02-22,2026-05-20,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00742,Casey,Practice,1983,,Saanich,V3H 9V2,48.502576,-123.339512,Active,Saanich South,ICBC_Address_Update_2026Q2.csv,2026-05-15,2026-05-18,Saanich South,0,0,1,0,0,0,0,0,0,1,missing_address,1
SIM-VR-00743,Quinn,Synthetic,1967,2197 Admirals Rd,Saanich,V9S 8V9,48.497035,-123.381403,Active,Saanich South,ICBC_Address_Update_2026Q2.csv,2024-08-29,2026-06-11,Saanich South,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00744,Rowan,Mock,2001,4796 Gorge Rd,Esquimalt,V2G 3V8,48.451051,-123.440763,Inactive,Esquimalt-Metchosin,Contact_Centre_Update_2026Q2.csv,2026-02-21,2026-06-18,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00745,Hayden,Example,1967,2549 Shelbourne St,Esquimalt,V4S 8Y1,48.442495,-123.44647,Active,Esquimalt-Metchosin,Contact_Centre_Update_2026Q2.csv,2026-01-21,2026-04-30,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00746,Avery,Synthetic,2007,1776 Gorge Rd,Victoria,V0A 5Y3,48.456466,-123.380419,Active,Victoria-Swan Lake,Federal_Electors_Extract_2026Q2.csv,2024-11-17,2026-05-08,Victoria-Swan Lake,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00747,Sam,Practice,1972,3067 Bay St,Victoria,V8J 1P2,48.426823,-123.389483,Active,Victoria-Beacon Hill,Contact_Centre_Update_2026Q2.csv,2025-05-17,2026-05-06,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00748,Quinn,Test,1964,3930 Fort St,Esquimalt,V4X 0A3,48.441549,-123.411061,Active,Esquimalt-Metchosin,Contact_Centre_Update_2026Q2.csv,2025-10-24,2026-05-20,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00749,Cameron,Public,2001,5913 Tillicum Rd,Saanich,V4P 7R2,48.482506,-123.379579,Active,Saanich South,Contact_Centre_Update_2026Q2.csv,2025-07-01,2026-05-23,Saanich South,0,1,0,0,0,0,0,0,0,1,duplicate_person_address,1
SIM-VR-00750,Cameron,Practice,1988,2600 Bay St,Victoria,V3R 2Y9,48.458622,-123.364149,Active,Victoria-Swan Lake,VitalStats_Status_Update_2026Q2.csv,2025-07-13,2026-05-16,Victoria-Swan Lake,0,1,0,0,0,0,0,0,0,1,duplicate_person_address,1
SIM-VR-00751,Cameron,Mock,1998,2998 Gorge Rd,Saanich,V4Y 3R8,48.490724,-123.353818,Pending Review,Saanich South,Federal_Electors_Extract_2026Q2.csv,2024-06-07,2026-05-13,Saanich South,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00752,Quinn,Example,1989,6563 Shelbourne St,Saanich,V2E 9V8,48.493792,-123.355853,Active,Saanich South,Contact_Centre_Update_2026Q2.csv,2026-02-19,2026-05-13,Saanich South,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00753,Cameron,Practice,1985,5929 Hillside Ave,Esquimalt,V2X 0C2,48.432488,-123.448729,Active,Esquimalt-Metchosin,VitalStats_Status_Update_2026Q2.csv,2026-03-29,2026-06-19,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00754,Riley,Sample,2000,7419 Pandora Ave,Esquimalt,V6H 0V7,48.452321,-123.419442,Active,Esquimalt-Metchosin,Federal_Electors_Extract_2026Q2.csv,2024-11-28,2026-05-31,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00755,Hayden,Public,1960,2020 Shelbourne St,Saanich,V4A 7X9,48.495504,-123.363932,Active,Victoria-Swan Lake,ICBC_Address_Update_2026Q2.csv,2026-06-19,2026-05-14,Saanich South,0,0,0,0,0,0,0,1,0,1,district_mismatch,1
SIM-VR-00756,Drew,Placeholder,2002,3131 Tillicum Rd,Victoria,V7R 2V3,48.429393,-123.358978,Inactive,Victoria-Beacon Hill,Federal_Electors_Extract_2026Q2.csv,2026-03-31,2026-05-10,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00757,Hayden,Synthetic,1976,1700 Tillicum Rd,Victoria,V6N 9R7,48.409871,-123.372839,Active,Victoria-Beacon Hill,Federal_Electors_Extract_2026Q2.csv,2024-11-01,2026-04-30,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00758,Casey,Placeholder,1950,4324 Harbour View Rd,Victoria,V2X 0X2,48.419323,-123.367053,Active,Victoria-Beacon Hill,Federal_Electors_Extract_2026Q2.csv,2024-12-18,2026-05-10,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00759,Quinn,Synthetic,1981,1910 Cook St,Saanich,V9X 1J6,48.475161,-123.347111,Inactive,Saanich South,Contact_Centre_Update_2026Q2.csv,2024-08-22,2026-05-17,Saanich South,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00760,Sam,Demo,1972,2033 Bay St,Esquimalt,V8B 2R0,48.407193,-123.443766,Active,Esquimalt-Metchosin,Online_Registration_Extract_2026Q2.csv,2025-05-02,2026-05-26,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00761,Avery,Placeholder,1991,4848 Harbour View Rd,Oak Bay,V2P 9T3,48.425131,-123.290889,Active,Oak Bay-Gordon Head,Contact_Centre_Update_2026Q2.csv,2024-08-02,2026-05-27,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00762,Quinn,Placeholder,1979,7790 Cedar Hill Rd,Oak Bay,V4R 3S1,48.436474,-123.324904,Active,Oak Bay-Gordon Head,ICBC_Address_Update_2026Q2.csv,2024-10-27,2026-05-12,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00763,Jordan,Training,1996,6509 Tillicum Rd,Victoria,V5C 7S1,48.435391,-123.357318,Active,Victoria-Swan Lake,Online_Registration_Extract_2026Q2.csv,2026-03-12,2026-06-13,Victoria-Swan Lake,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00764,Jamie,Placeholder,1980,3952 Hillside Ave,Victoria,V3J 5N9,48.451283,-123.345232,Active,Victoria-Swan Lake,ICBC_Address_Update_2026Q2.csv,2025-02-03,2026-05-26,Victoria-Swan Lake,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00765,Morgan,Example,1985,1431 Gorge Rd,Victoria,V2T 5B3,48.407523,-123.381865,Inactive,Victoria-Beacon Hill,Contact_Centre_Update_2026Q2.csv,2025-04-01,2026-05-08,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00766,Jamie,Placeholder,1999,5238 Pandora Ave,Victoria,V9S 7C3,48.454861,-123.370492,Active,Victoria-Swan Lake,ICBC_Address_Update_2026Q2.csv,2025-05-12,2026-05-08,Victoria-Swan Lake,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00767,Jamie,Sample,1969,237 Cedar Hill Rd,Oak Bay,V8G 7E5,48.439073,-123.327778,Active,Oak Bay-Gordon Head,ICBC_Address_Update_2026Q2.csv,2024-11-16,2026-05-27,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00768,Quinn,Public,1964,5500 Gorge Rd,Victoria,V0T 5V5,48.407583,-123.37331,Active,Victoria-Beacon Hill,Online_Registration_Extract_2026Q2.csv,2026-04-05,2026-05-15,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00769,Taylor,Training,1971,8041 Pandora Ave,Victoria,V3H 3H2,48.429137,-123.357224,Active,Victoria-Beacon Hill,ICBC_Address_Update_2026Q2.csv,2024-09-29,2026-05-24,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00770,Riley,Example,1996,7089 Harbour View Rd,Oak Bay,V0H 9T5,48.468515,-123.303523,Active,Oak Bay-Gordon Head,Contact_Centre_Update_2026Q2.csv,2025-04-13,2026-05-25,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00771,Jamie,Practice,1996,,Oak Bay,V5V 9N6,48.461837,-123.324779,Active,Oak Bay-Gordon Head,ICBC_Address_Update_2026Q2.csv,2024-12-18,2026-06-19,Oak Bay-Gordon Head,0,0,1,0,0,0,0,0,1,2,missing_address; stale_record,1
SIM-VR-00772,Jordan,Public,2001,8975 Cook St,Oak Bay,V9R 6N0,48.431157,-123.294692,Active,Oak Bay-Gordon Head,Federal_Electors_Extract_2026Q2.csv,2024-11-05,2026-06-05,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00773,Drew,Synthetic,1998,2357 Douglas St,Oak Bay,V6P 7G9,48.442119,-123.324831,Active,Victoria-Beacon Hill,Online_Registration_Extract_2026Q2.csv,2026-04-01,2026-05-28,Oak Bay-Gordon Head,0,0,0,0,0,0,0,1,0,1,district_mismatch,1
SIM-VR-00774,Riley,Mock,1953,1285 Gorge Rd,Esquimalt,V5H 1B4,48.441409,-123.448343,Inactive,Esquimalt-Metchosin,VitalStats_Status_Update_2026Q2.csv,2026-02-21,2026-05-04,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00775,Riley,Demo,1974,6616 Admirals Rd,Saanich,V3R 0G2,48.48449,-123.386602,Active,Saanich South,VitalStats_Status_Update_2026Q2.csv,2025-02-26,2026-06-13,Saanich South,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00776,Taylor,Training,2003,4196 Admirals Rd,Victoria,V8Y 9B5,48.460694,-123.364939,Active,Victoria-Swan Lake,Online_Registration_Extract_2026Q2.csv,2026-02-16,2026-05-19,Victoria-Swan Lake,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00777,Hayden,Public,2004,1923 Cook St,Victoria,V5Y 4R7,48.42777,-123.357234,Active,Victoria-Beacon Hill,Online_Registration_Extract_2026Q2.csv,2025-08-07,2026-05-29,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00778,Morgan,Mock,1980,7818 Harbour View Rd,Oak Bay,,48.438772,-123.32255,Active,Oak Bay-Gordon Head,Federal_Electors_Extract_2026Q2.csv,2024-09-22,2026-06-14,Oak Bay-Gordon Head,0,0,0,1,0,0,0,0,1,2,invalid_postal_code; stale_record,1
SIM-VR-00779,Reese,Training,1995,3394 Harbour View Rd,Saanich,V0R 4A3,48.484954,-123.357623,Active,Saanich South,Online_Registration_Extract_2026Q2.csv,2025-01-06,2026-05-04,Saanich South,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00780,Riley,Practice,1988,411 Cedar Hill Rd,Oak Bay,V2V 9J3,48.464599,-123.32575,Active,Oak Bay-Gordon Head,VitalStats_Status_Update_2026Q2.csv,2026-01-16,2026-05-23,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00781,Quinn,Example,1951,8646 Gorge Rd,Saanich,V9C 9H9,48.484247,-123.34813,Active,Saanich South,Contact_Centre_Update_2026Q2.csv,2025-04-18,2026-05-28,Saanich South,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00782,Quinn,Training,1997,5678 Fort St,Victoria,V8J 7C6,48.422178,-123.387158,Active,Victoria-Beacon Hill,Contact_Centre_Update_2026Q2.csv,2024-12-17,2026-05-31,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00783,Jordan,Placeholder,1991,,Victoria,V6G 8X5,48.41199,-123.364295,Active,Victoria-Beacon Hill,VitalStats_Status_Update_2026Q2.csv,2024-09-18,2026-04-28,Victoria-Beacon Hill,0,0,1,0,0,0,0,0,1,2,missing_address; stale_record,1
SIM-VR-00784,Parker,Sample,1968,2382 Bay St,Victoria,V3C 4V2,48.412601,-123.377935,Active,Victoria-Beacon Hill,Contact_Centre_Update_2026Q2.csv,2025-10-31,2026-05-23,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00785,Rowan,Training,1948,2720 Bay St,Victoria,V3Y 8S1,48.413732,-123.391593,Active,Victoria-Beacon Hill,Online_Registration_Extract_2026Q2.csv,2025-05-09,2026-06-02,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00786,Alex,Training,1974,7806 Harbour View Rd,Oak Bay,V7N 9C3,,,Pending Review,Oak Bay-Gordon Head,Federal_Electors_Extract_2026Q2.csv,2024-11-09,2026-04-28,,0,0,0,0,1,0,1,0,1,3,missing_location; unmatched_district; stale_record,1
SIM-VR-00787,Avery,Training,1971,8427 Bay St,Victoria,V1J 2A4,48.450866,-123.368506,Pending Review,Victoria-Swan Lake,VitalStats_Status_Update_2026Q2.csv,2024-02-17,2026-06-10,Victoria-Swan Lake,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00788,Jordan,Mock,1976,6675 Hillside Ave,Saanich,V1Y 0H3,48.496771,-123.345005,Active,Saanich South,Contact_Centre_Update_2026Q2.csv,2024-11-30,2026-05-04,Saanich South,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00789,Sam,Synthetic,1950,7979 Tillicum Rd,Oak Bay,V8T 8C7,48.426193,-123.326763,Inactive,Oak Bay-Gordon Head,ICBC_Address_Update_2026Q2.csv,2024-08-10,2026-05-27,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00790,Quinn,Synthetic,1985,6583 Cedar Hill Rd,Victoria,V1H 8P5,48.428763,-123.361192,Active,Victoria-Beacon Hill,ICBC_Address_Update_2026Q2.csv,2024-11-27,2026-05-17,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00791,Morgan,Synthetic,1969,2604 Tillicum Rd,Esquimalt,V9J 7E3,48.40953,-123.426716,Active,Esquimalt-Metchosin,Contact_Centre_Update_2026Q2.csv,2024-12-09,2026-06-04,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00792,Casey,Practice,1949,745 Pandora Ave,Victoria,V5A 7B0,48.46292,-123.337926,Active,Victoria-Swan Lake,Contact_Centre_Update_2026Q2.csv,2025-04-24,2026-05-30,Victoria-Swan Lake,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00793,Hayden,Example,1981,7189 Bay St,Victoria,V0R 1X2,48.411421,-123.383291,Active,Victoria-Beacon Hill,Federal_Electors_Extract_2026Q2.csv,2026-04-08,2026-06-15,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00794,Jordan,Training,1990,8360 Hillside Ave,Saanich,V9N 7X5,48.501006,-123.343926,Active,Esquimalt-Metchosin,Federal_Electors_Extract_2026Q2.csv,2025-05-31,2026-05-07,Saanich South,0,0,0,0,0,0,0,1,1,2,district_mismatch; stale_record,1
SIM-VR-00795,Reese,Example,1985,9061 Cedar Hill Rd,Oak Bay,V6N 0N7,48.43887,-123.323664,Inactive,Oak Bay-Gordon Head,Federal_Electors_Extract_2026Q2.csv,2024-11-04,2026-04-27,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00796,Morgan,Demo,1979,2116 Harbour View Rd,Oak Bay,V6Y 5C1,48.441171,-123.295741,Active,Oak Bay-Gordon Head,Federal_Electors_Extract_2026Q2.csv,2024-10-07,2026-05-10,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00797,Quinn,Demo,1991,2685 Hillside Ave,Esquimalt,V5C 1V9,48.428299,-123.442171,Active,Esquimalt-Metchosin,Contact_Centre_Update_2026Q2.csv,2025-10-30,2026-04-26,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00798,Alex,Synthetic,1946,152 Pandora Ave,Esquimalt,V8Y 2P0,48.44053,-123.432798,Active,Esquimalt-Metchosin,ICBC_Address_Update_2026Q2.csv,2025-06-01,2026-06-10,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00799,Riley,Placeholder,1986,1544 Cook St,Oak Bay,V6H 6V3,48.440031,-123.304672,Active,Oak Bay-Gordon Head,Federal_Electors_Extract_2026Q2.csv,2025-03-22,2026-06-18,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00800,Avery,Public,1987,7090 Fort St,Oak Bay,V7H 5P8,48.450547,-123.287389,Active,Oak Bay-Gordon Head,ICBC_Address_Update_2026Q2.csv,2024-10-07,2026-05-11,Oak Bay-Gordon Head,0,1,0,0,0,0,0,0,1,2,duplicate_person_address; stale_record,1
SIM-VR-00801,Jamie,Training,1945,8457 Admirals Rd,Victoria,V5G 6V3,48.450566,-123.345145,Active,Victoria-Swan Lake,VitalStats_Status_Update_2026Q2.csv,2025-10-07,2026-06-19,Victoria-Swan Lake,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00802,Casey,Test,1987,752 Bay St,Saanich,V6S 4B5,48.490316,-123.381167,Active,Saanich South,Federal_Electors_Extract_2026Q2.csv,2026-03-03,2026-06-16,Saanich South,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00803,Hayden,Example,1993,4542 Bay St,Esquimalt,V3H 0V7,48.445533,-123.423349,Inactive,Esquimalt-Metchosin,ICBC_Address_Update_2026Q2.csv,2025-06-11,2026-05-15,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00804,Jamie,Placeholder,2004,8952 Cook St,Victoria,V0H 5E3,48.419108,-123.386642,Active,Victoria-Beacon Hill,Contact_Centre_Update_2026Q2.csv,2026-05-28,2026-05-21,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00805,Sam,Placeholder,1954,5357 Pandora Ave,Saanich,V7E 5T3,48.490448,-123.345804,Active,Saanich South,VitalStats_Status_Update_2026Q2.csv,2024-01-13,2026-06-11,Saanich South,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00806,Hayden,Practice,1978,898 Bay St,Victoria,V6S 9A5,,,Active,Victoria-Swan Lake,ICBC_Address_Update_2026Q2.csv,2025-12-09,2026-05-09,,0,0,0,0,1,0,1,0,0,2,missing_location; unmatched_district,1
